MMDDHH	SIN_mg/cm3/h	STP_oC	SWC	SWP_MPa	pH
041511	2.24E-04	19.6	0.25	-4.51E-02	3.7
041512	2.24E-04	19.6	0.25	-4.51E-02	3.7
041513	2.24E-04	19.6	0.25	-4.51E-02	3.7
041514	2.24E-04	19.6	0.25	-4.51E-02	3.7
041515	2.24E-04	19.6	0.25	-4.51E-02	3.7
041516	2.24E-04	19.6	0.25	-4.51E-02	3.7
041517	2.24E-04	19.6	0.25	-4.51E-02	3.7
041518	2.24E-04	19.6	0.25	-4.51E-02	3.7
041519	2.24E-04	19.6	0.25	-4.51E-02	3.7
041520	2.24E-04	19.6	0.25	-4.51E-02	3.7
041521	2.24E-04	19.6	0.25	-4.51E-02	3.7
041522	2.24E-04	19.6	0.25	-4.51E-02	3.7
041523	2.24E-04	19.6	0.25	-4.51E-02	3.7
041524	2.24E-04	19.6	0.25	-4.51E-02	3.7
041601	2.24E-04	19.6	0.25	-4.51E-02	3.7
041602	2.24E-04	19.6	0.25	-4.51E-02	3.7
041603	2.24E-04	19.6	0.25	-4.51E-02	3.7
041604	2.24E-04	19.6	0.25	-4.51E-02	3.7
041605	2.24E-04	19.6	0.25	-4.51E-02	3.7
041606	2.24E-04	19.6	0.25	-4.51E-02	3.7
041607	2.24E-04	19.6	0.25	-4.51E-02	3.7
041608	2.24E-04	19.6	0.25	-4.51E-02	3.7
041609	2.24E-04	19.6	0.25	-4.51E-02	3.7
041610	2.24E-04	19.6	0.25	-4.51E-02	3.7
041611	2.24E-04	19.6	0.25	-4.51E-02	3.7
041612	2.24E-04	19.6	0.25	-4.51E-02	3.7
041613	2.24E-04	19.6	0.25	-4.51E-02	3.7
041614	2.24E-04	19.6	0.25	-4.51E-02	3.7
041615	2.24E-04	19.6	0.25	-4.51E-02	3.7
041616	2.24E-04	19.6	0.25	-4.51E-02	3.7
041617	2.24E-04	19.6	0.25	-4.51E-02	3.7
041618	2.24E-04	19.6	0.25	-4.51E-02	3.7
041619	2.24E-04	19.6	0.25	-4.51E-02	3.7
041620	2.24E-04	19.6	0.25	-4.51E-02	3.7
041621	2.24E-04	19.6	0.25	-4.51E-02	3.7
041622	2.24E-04	19.6	0.25	-4.51E-02	3.7
041623	2.24E-04	19.6	0.25	-4.51E-02	3.7
041624	2.24E-04	19.6	0.25	-4.51E-02	3.7
041701	2.24E-04	19.6	0.25	-4.51E-02	3.7
041702	2.24E-04	19.6	0.25	-4.51E-02	3.7
041703	2.24E-04	19.6	0.25	-4.51E-02	3.7
041704	2.24E-04	19.6	0.25	-4.51E-02	3.7
041705	2.24E-04	19.6	0.25	-4.51E-02	3.7
041706	2.24E-04	19.6	0.25	-4.51E-02	3.7
041707	2.24E-04	19.6	0.25	-4.51E-02	3.7
041708	2.24E-04	19.6	0.25	-4.51E-02	3.7
041709	2.24E-04	19.6	0.25	-4.51E-02	3.7
041710	2.24E-04	19.6	0.25	-4.51E-02	3.7
041711	2.24E-04	19.6	0.25	-4.51E-02	3.7
041712	2.24E-04	19.6	0.25	-4.51E-02	3.7
041713	2.24E-04	19.6	0.25	-4.51E-02	3.7
041714	2.24E-04	19.6	0.25	-4.51E-02	3.7
041715	2.24E-04	19.6	0.25	-4.51E-02	3.7
041716	2.24E-04	19.6	0.25	-4.51E-02	3.7
041717	2.24E-04	19.6	0.25	-4.51E-02	3.7
041718	2.24E-04	19.6	0.25	-4.51E-02	3.7
041719	2.24E-04	19.6	0.25	-4.51E-02	3.7
041720	2.24E-04	19.6	0.25	-4.51E-02	3.7
041721	2.24E-04	19.6	0.25	-4.51E-02	3.7
041722	2.24E-04	19.6	0.25	-4.51E-02	3.7
041723	2.24E-04	19.6	0.25	-4.51E-02	3.7
041724	2.24E-04	19.6	0.25	-4.51E-02	3.7
041801	2.24E-04	19.6	0.25	-4.51E-02	3.7
041802	2.24E-04	19.6	0.25	-4.51E-02	3.7
041803	2.24E-04	19.6	0.25	-4.51E-02	3.7
041804	2.24E-04	19.6	0.25	-4.51E-02	3.7
041805	2.24E-04	19.6	0.25	-4.51E-02	3.7
041806	2.24E-04	19.6	0.25	-4.51E-02	3.7
041807	2.24E-04	19.6	0.25	-4.51E-02	3.7
041808	2.24E-04	19.6	0.25	-4.51E-02	3.7
041809	2.24E-04	19.6	0.25	-4.51E-02	3.7
041810	2.24E-04	19.6	0.25	-4.51E-02	3.7
041811	2.24E-04	19.6	0.25	-4.51E-02	3.7
041812	2.24E-04	19.6	0.25	-4.51E-02	3.7
041813	2.24E-04	19.6	0.25	-4.51E-02	3.7
041814	2.24E-04	19.6	0.25	-4.51E-02	3.7
041815	2.24E-04	19.6	0.25	-4.51E-02	3.7
041816	2.24E-04	19.6	0.25	-4.51E-02	3.7
041817	2.24E-04	19.6	0.25	-4.51E-02	3.7
041818	2.24E-04	19.6	0.25	-4.51E-02	3.7
041819	2.24E-04	19.6	0.25	-4.51E-02	3.7
041820	2.24E-04	19.6	0.25	-4.51E-02	3.7
041821	2.24E-04	19.6	0.25	-4.51E-02	3.7
041822	2.24E-04	19.6	0.25	-4.51E-02	3.7
041823	2.24E-04	19.6	0.25	-4.51E-02	3.7
041824	2.24E-04	19.6	0.25	-4.51E-02	3.7
041901	2.24E-04	19.6	0.25	-4.51E-02	3.7
041902	2.24E-04	19.6	0.25	-4.51E-02	3.7
041903	2.24E-04	19.6	0.25	-4.51E-02	3.7
041904	2.24E-04	19.6	0.25	-4.51E-02	3.7
041905	2.24E-04	19.6	0.25	-4.51E-02	3.7
041906	2.24E-04	19.6	0.25	-4.51E-02	3.7
041907	2.24E-04	19.6	0.25	-4.51E-02	3.7
041908	2.24E-04	19.6	0.25	-4.51E-02	3.7
041909	2.24E-04	19.6	0.25	-4.51E-02	3.7
041910	2.24E-04	19.6	0.25	-4.51E-02	3.7
041911	2.24E-04	19.6	0.25	-4.51E-02	3.7
041912	2.24E-04	19.6	0.25	-4.51E-02	3.7
041913	2.24E-04	19.6	0.25	-4.51E-02	3.7
041914	2.24E-04	19.6	0.25	-4.51E-02	3.7
041915	2.24E-04	19.6	0.25	-4.51E-02	3.7
041916	2.24E-04	19.6	0.25	-4.51E-02	3.7
041917	2.24E-04	19.6	0.25	-4.51E-02	3.7
041918	2.24E-04	19.6	0.25	-4.51E-02	3.7
041919	2.24E-04	19.6	0.25	-4.51E-02	3.7
041920	2.24E-04	19.6	0.25	-4.51E-02	3.7
041921	2.24E-04	19.6	0.25	-4.51E-02	3.7
041922	2.24E-04	19.6	0.25	-4.51E-02	3.7
041923	2.24E-04	19.6	0.25	-4.51E-02	3.7
041924	2.24E-04	19.6	0.25	-4.51E-02	3.7
042001	2.24E-04	19.6	0.25	-4.51E-02	3.7
042002	2.24E-04	19.6	0.25	-4.51E-02	3.7
042003	2.24E-04	19.6	0.25	-4.51E-02	3.7
042004	2.24E-04	19.6	0.25	-4.51E-02	3.7
042005	2.24E-04	19.6	0.25	-4.51E-02	3.7
042006	2.24E-04	19.6	0.25	-4.51E-02	3.7
042007	2.24E-04	19.6	0.25	-4.51E-02	3.7
042008	2.24E-04	19.6	0.25	-4.51E-02	3.7
042009	2.24E-04	19.6	0.25	-4.51E-02	3.7
042010	2.24E-04	19.6	0.25	-4.51E-02	3.7
042011	2.24E-04	19.6	0.25	-4.51E-02	3.7
042012	2.24E-04	19.6	0.25	-4.51E-02	3.7
042013	2.24E-04	19.6	0.25	-4.51E-02	3.7
042014	2.24E-04	19.6	0.25	-4.51E-02	3.7
042015	2.24E-04	19.6	0.25	-4.51E-02	3.7
042016	2.24E-04	19.6	0.25	-4.51E-02	3.7
042017	2.24E-04	19.6	0.25	-4.51E-02	3.7
042018	2.24E-04	19.6	0.25	-4.51E-02	3.7
042019	2.24E-04	19.6	0.25	-4.51E-02	3.7
042020	2.24E-04	19.6	0.25	-4.51E-02	3.7
042021	2.24E-04	19.6	0.25	-4.51E-02	3.7
042022	2.24E-04	19.6	0.25	-4.51E-02	3.7
042023	2.24E-04	19.6	0.25	-4.51E-02	3.7
042024	2.24E-04	19.6	0.25	-4.51E-02	3.7
042101	2.24E-04	19.6	0.25	-4.51E-02	3.7
042102	2.24E-04	19.6	0.25	-4.51E-02	3.7
042103	2.24E-04	19.6	0.25	-4.51E-02	3.7
042104	2.24E-04	19.6	0.25	-4.51E-02	3.7
042105	2.24E-04	19.6	0.25	-4.51E-02	3.7
042106	2.24E-04	19.6	0.25	-4.51E-02	3.7
042107	2.24E-04	19.6	0.25	-4.51E-02	3.7
042108	2.24E-04	19.6	0.25	-4.51E-02	3.7
042109	2.24E-04	19.6	0.25	-4.51E-02	3.7
042110	2.24E-04	19.6	0.25	-4.51E-02	3.7
042111	2.24E-04	19.6	0.25	-4.51E-02	3.7
042112	2.24E-04	19.6	0.25	-4.51E-02	3.7
042113	2.24E-04	19.6	0.25	-4.51E-02	3.7
042114	2.24E-04	19.6	0.25	-4.51E-02	3.7
042115	2.24E-04	19.6	0.25	-4.51E-02	3.7
042116	2.24E-04	19.6	0.25	-4.51E-02	3.7
042117	2.24E-04	19.6	0.25	-4.51E-02	3.7
042118	2.24E-04	19.6	0.25	-4.51E-02	3.7
042119	2.24E-04	19.6	0.25	-4.51E-02	3.7
042120	2.24E-04	19.6	0.25	-4.51E-02	3.7
042121	2.24E-04	19.6	0.25	-4.51E-02	3.7
042122	2.24E-04	19.6	0.25	-4.51E-02	3.7
042123	2.24E-04	19.6	0.25	-4.51E-02	3.7
042124	2.24E-04	19.6	0.25	-4.51E-02	3.7
042201	2.24E-04	19.6	0.25	-4.51E-02	3.7
042202	2.24E-04	19.6	0.25	-4.51E-02	3.7
042203	2.24E-04	19.6	0.25	-4.51E-02	3.7
042204	2.24E-04	19.6	0.25	-4.51E-02	3.7
042205	2.24E-04	19.6	0.25	-4.51E-02	3.7
042206	2.24E-04	19.6	0.25	-4.51E-02	3.7
042207	2.24E-04	19.6	0.25	-4.51E-02	3.7
042208	2.24E-04	19.6	0.25	-4.51E-02	3.7
042209	2.24E-04	19.6	0.25	-4.51E-02	3.7
042210	2.24E-04	19.6	0.25	-4.51E-02	3.7
042211	2.24E-04	19.6	0.25	-4.51E-02	3.7
042212	2.24E-04	19.6	0.25	-4.51E-02	3.7
042213	2.24E-04	19.6	0.25	-4.51E-02	3.7
042214	2.24E-04	19.6	0.25	-4.51E-02	3.7
042215	2.24E-04	19.6	0.25	-4.51E-02	3.7
042216	2.24E-04	19.6	0.25	-4.51E-02	3.7
042217	2.24E-04	19.6	0.25	-4.51E-02	3.7
042218	2.24E-04	19.6	0.25	-4.51E-02	3.7
042219	2.24E-04	19.6	0.25	-4.51E-02	3.7
042220	2.24E-04	19.6	0.25	-4.51E-02	3.7
042221	2.24E-04	19.6	0.25	-4.51E-02	3.7
042222	2.24E-04	19.6	0.25	-4.51E-02	3.7
042223	2.24E-04	19.6	0.25	-4.51E-02	3.7
042224	2.24E-04	19.6	0.25	-4.51E-02	3.7
042301	2.24E-04	19.6	0.25	-4.51E-02	3.7
042302	2.24E-04	19.6	0.25	-4.51E-02	3.7
042303	2.24E-04	19.6	0.25	-4.51E-02	3.7
042304	2.24E-04	19.6	0.25	-4.51E-02	3.7
042305	2.24E-04	19.6	0.25	-4.51E-02	3.7
042306	2.24E-04	19.6	0.25	-4.51E-02	3.7
042307	2.24E-04	19.6	0.25	-4.51E-02	3.7
042308	2.24E-04	19.6	0.25	-4.51E-02	3.7
042309	2.24E-04	19.6	0.25	-4.51E-02	3.7
042310	2.24E-04	19.6	0.25	-4.51E-02	3.7
042311	2.24E-04	19.6	0.25	-4.51E-02	3.7
042312	2.24E-04	19.6	0.25	-4.51E-02	3.7
042313	2.24E-04	19.6	0.25	-4.51E-02	3.7
042314	2.24E-04	19.6	0.25	-4.51E-02	3.7
042315	2.24E-04	19.6	0.25	-4.51E-02	3.7
042316	2.24E-04	19.6	0.25	-4.51E-02	3.7
042317	2.24E-04	19.6	0.25	-4.51E-02	3.7
042318	2.24E-04	19.6	0.25	-4.51E-02	3.7
042319	2.24E-04	19.6	0.25	-4.51E-02	3.7
042320	2.24E-04	19.6	0.25	-4.51E-02	3.7
042321	2.24E-04	19.6	0.25	-4.51E-02	3.7
042322	2.24E-04	19.6	0.25	-4.51E-02	3.7
042323	2.24E-04	19.6	0.25	-4.51E-02	3.7
042324	2.24E-04	19.6	0.25	-4.51E-02	3.7
042401	2.24E-04	19.6	0.25	-4.51E-02	3.7
042402	2.24E-04	19.6	0.25	-4.51E-02	3.7
042403	2.24E-04	19.6	0.25	-4.51E-02	3.7
042404	2.24E-04	19.6	0.25	-4.51E-02	3.7
042405	2.24E-04	19.6	0.25	-4.51E-02	3.7
042406	2.24E-04	19.6	0.25	-4.51E-02	3.7
042407	2.24E-04	19.6	0.25	-4.51E-02	3.7
042408	2.24E-04	19.6	0.25	-4.51E-02	3.7
042409	2.24E-04	19.6	0.25	-4.51E-02	3.7
042410	2.24E-04	19.6	0.25	-4.51E-02	3.7
042411	2.24E-04	19.6	0.25	-4.51E-02	3.7
042412	2.24E-04	19.6	0.25	-4.51E-02	3.7
042413	2.24E-04	19.6	0.25	-4.51E-02	3.7
042414	2.24E-04	19.6	0.25	-4.51E-02	3.7
042415	2.24E-04	19.6	0.25	-4.51E-02	3.7
042416	2.24E-04	19.6	0.25	-4.51E-02	3.7
042417	2.24E-04	19.6	0.25	-4.51E-02	3.7
042418	2.24E-04	19.6	0.25	-4.51E-02	3.7
042419	2.24E-04	19.6	0.25	-4.51E-02	3.7
042420	2.24E-04	19.6	0.25	-4.51E-02	3.7
042421	2.24E-04	19.6	0.25	-4.51E-02	3.7
042422	2.24E-04	19.6	0.25	-4.51E-02	3.7
042423	2.24E-04	19.6	0.25	-4.51E-02	3.7
042424	2.24E-04	19.6	0.25	-4.51E-02	3.7
042501	2.24E-04	19.6	0.25	-4.51E-02	3.7
042502	2.24E-04	19.6	0.25	-4.51E-02	3.7
042503	2.24E-04	19.6	0.25	-4.51E-02	3.7
042504	2.24E-04	19.6	0.25	-4.51E-02	3.7
042505	2.24E-04	19.6	0.25	-4.51E-02	3.7
042506	2.24E-04	19.6	0.25	-4.51E-02	3.7
042507	2.24E-04	19.6	0.25	-4.51E-02	3.7
042508	2.24E-04	19.6	0.25	-4.51E-02	3.7
042509	2.24E-04	19.6	0.25	-4.51E-02	3.7
042510	2.24E-04	19.6	0.25	-4.51E-02	3.7
042511	2.24E-04	19.6	0.25	-4.51E-02	3.7
042512	2.24E-04	19.6	0.25	-4.51E-02	3.7
042513	2.24E-04	19.6	0.25	-4.51E-02	3.7
042514	2.24E-04	19.6	0.25	-4.51E-02	3.7
042515	2.24E-04	19.6	0.25	-4.51E-02	3.7
042516	2.24E-04	19.6	0.25	-4.51E-02	3.7
042517	2.24E-04	19.6	0.25	-4.51E-02	3.7
042518	2.24E-04	19.6	0.25	-4.51E-02	3.7
042519	2.24E-04	19.6	0.25	-4.51E-02	3.7
042520	2.24E-04	19.6	0.25	-4.51E-02	3.7
042521	2.24E-04	19.6	0.25	-4.51E-02	3.7
042522	2.24E-04	19.6	0.25	-4.51E-02	3.7
042523	2.24E-04	19.6	0.25	-4.51E-02	3.7
042524	2.24E-04	19.6	0.25	-4.51E-02	3.7
042601	2.24E-04	19.6	0.25	-4.51E-02	3.7
042602	2.24E-04	19.6	0.25	-4.51E-02	3.7
042603	2.24E-04	19.6	0.25	-4.51E-02	3.7
042604	2.24E-04	19.6	0.25	-4.51E-02	3.7
042605	2.24E-04	19.6	0.25	-4.51E-02	3.7
042606	2.24E-04	19.6	0.25	-4.51E-02	3.7
042607	2.24E-04	19.6	0.25	-4.51E-02	3.7
042608	2.24E-04	19.6	0.25	-4.51E-02	3.7
042609	2.24E-04	19.6	0.25	-4.51E-02	3.7
042610	2.24E-04	19.6	0.25	-4.51E-02	3.7
042611	2.24E-04	19.6	0.25	-4.51E-02	3.7
042612	2.24E-04	19.6	0.25	-4.51E-02	3.7
042613	2.24E-04	19.6	0.25	-4.51E-02	3.7
042614	2.24E-04	19.6	0.25	-4.51E-02	3.7
042615	2.24E-04	19.6	0.25	-4.51E-02	3.7
042616	2.24E-04	19.6	0.25	-4.51E-02	3.7
042617	2.24E-04	19.6	0.25	-4.51E-02	3.7
042618	2.24E-04	19.6	0.25	-4.51E-02	3.7
042619	2.24E-04	19.6	0.25	-4.51E-02	3.7
042620	2.24E-04	19.6	0.25	-4.51E-02	3.7
042621	2.24E-04	19.6	0.25	-4.51E-02	3.7
042622	2.24E-04	19.6	0.25	-4.51E-02	3.7
042623	2.24E-04	19.6	0.25	-4.51E-02	3.7
042624	2.24E-04	19.6	0.25	-4.51E-02	3.7
042701	2.24E-04	19.6	0.25	-4.51E-02	3.7
042702	2.24E-04	19.6	0.25	-4.51E-02	3.7
042703	2.24E-04	19.6	0.25	-4.51E-02	3.7
042704	2.24E-04	19.6	0.25	-4.51E-02	3.7
042705	2.24E-04	19.6	0.25	-4.51E-02	3.7
042706	2.24E-04	19.6	0.25	-4.51E-02	3.7
042707	2.24E-04	19.6	0.25	-4.51E-02	3.7
042708	2.24E-04	19.6	0.25	-4.51E-02	3.7
042709	2.24E-04	19.6	0.25	-4.51E-02	3.7
042710	2.24E-04	19.6	0.25	-4.51E-02	3.7
042711	2.24E-04	19.6	0.25	-4.51E-02	3.7
042712	2.24E-04	19.6	0.25	-4.51E-02	3.7
042713	2.24E-04	19.6	0.25	-4.51E-02	3.7
042714	2.24E-04	19.6	0.25	-4.51E-02	3.7
042715	2.24E-04	19.6	0.25	-4.51E-02	3.7
042716	2.24E-04	19.6	0.25	-4.51E-02	3.7
042717	2.24E-04	19.6	0.25	-4.51E-02	3.7
042718	2.24E-04	19.6	0.25	-4.51E-02	3.7
042719	2.24E-04	19.6	0.25	-4.51E-02	3.7
042720	2.24E-04	19.6	0.25	-4.51E-02	3.7
042721	2.24E-04	19.6	0.25	-4.51E-02	3.7
042722	2.24E-04	19.6	0.25	-4.51E-02	3.7
042723	2.24E-04	19.6	0.25	-4.51E-02	3.7
042724	2.24E-04	19.6	0.25	-4.51E-02	3.7
042801	2.24E-04	19.6	0.25	-4.51E-02	3.7
042802	2.24E-04	19.6	0.25	-4.51E-02	3.7
042803	2.24E-04	19.6	0.25	-4.51E-02	3.7
042804	2.24E-04	19.6	0.25	-4.51E-02	3.7
042805	2.24E-04	19.6	0.25	-4.51E-02	3.7
042806	2.24E-04	19.6	0.25	-4.51E-02	3.7
042807	2.24E-04	19.6	0.25	-4.51E-02	3.7
042808	2.24E-04	19.6	0.25	-4.51E-02	3.7
042809	2.24E-04	19.6	0.25	-4.51E-02	3.7
042810	2.24E-04	19.6	0.25	-4.51E-02	3.7
042811	2.24E-04	19.6	0.25	-4.51E-02	3.7
042812	2.24E-04	19.6	0.25	-4.51E-02	3.7
042813	2.24E-04	19.6	0.25	-4.51E-02	3.7
042814	2.24E-04	19.6	0.25	-4.51E-02	3.7
042815	2.24E-04	19.6	0.25	-4.51E-02	3.7
042816	2.24E-04	19.6	0.25	-4.51E-02	3.7
042817	2.24E-04	19.6	0.25	-4.51E-02	3.7
042818	2.24E-04	19.6	0.25	-4.51E-02	3.7
042819	2.24E-04	19.6	0.25	-4.51E-02	3.7
042820	2.24E-04	19.6	0.25	-4.51E-02	3.7
042821	2.24E-04	19.6	0.25	-4.51E-02	3.7
042822	2.24E-04	19.6	0.25	-4.51E-02	3.7
042823	2.24E-04	19.6	0.25	-4.51E-02	3.7
042824	2.24E-04	19.6	0.25	-4.51E-02	3.7
042901	2.24E-04	19.6	0.25	-4.51E-02	3.7
042902	2.24E-04	19.6	0.25	-4.51E-02	3.7
042903	2.24E-04	19.6	0.25	-4.51E-02	3.7
042904	2.24E-04	19.6	0.25	-4.51E-02	3.7
042905	2.24E-04	19.6	0.25	-4.51E-02	3.7
042906	2.24E-04	19.6	0.25	-4.51E-02	3.7
042907	2.24E-04	19.6	0.25	-4.51E-02	3.7
042908	2.24E-04	19.6	0.25	-4.51E-02	3.7
042909	2.24E-04	19.6	0.25	-4.51E-02	3.7
042910	2.24E-04	19.6	0.25	-4.51E-02	3.7
042911	2.24E-04	19.6	0.25	-4.51E-02	3.7
042912	2.24E-04	19.6	0.25	-4.51E-02	3.7
042913	2.24E-04	19.6	0.25	-4.51E-02	3.7
042914	2.24E-04	19.6	0.25	-4.51E-02	3.7
042915	2.24E-04	19.6	0.25	-4.51E-02	3.7
042916	2.24E-04	19.6	0.25	-4.51E-02	3.7
042917	2.24E-04	19.6	0.25	-4.51E-02	3.7
042918	2.24E-04	19.6	0.25	-4.51E-02	3.7
042919	2.24E-04	19.6	0.25	-4.51E-02	3.7
042920	2.24E-04	19.6	0.25	-4.51E-02	3.7
042921	2.24E-04	19.6	0.25	-4.51E-02	3.7
042922	2.24E-04	19.6	0.25	-4.51E-02	3.7
042923	2.24E-04	19.6	0.25	-4.51E-02	3.7
042924	2.24E-04	19.6	0.25	-4.51E-02	3.7
043001	2.24E-04	19.6	0.25	-4.51E-02	3.7
043002	2.24E-04	19.6	0.25	-4.51E-02	3.7
043003	2.24E-04	19.6	0.25	-4.51E-02	3.7
043004	2.24E-04	19.6	0.25	-4.51E-02	3.7
043005	2.24E-04	19.6	0.25	-4.51E-02	3.7
043006	2.24E-04	19.6	0.25	-4.51E-02	3.7
043007	2.24E-04	19.6	0.25	-4.51E-02	3.7
043008	2.24E-04	19.6	0.25	-4.51E-02	3.7
043009	2.24E-04	19.6	0.25	-4.51E-02	3.7
043010	2.24E-04	19.6	0.25	-4.51E-02	3.7
043011	2.24E-04	19.6	0.25	-4.51E-02	3.7
043012	2.24E-04	19.6	0.25	-4.51E-02	3.7
043013	2.24E-04	19.6	0.25	-4.51E-02	3.7
043014	2.24E-04	19.6	0.25	-4.51E-02	3.7
043015	2.24E-04	19.6	0.25	-4.51E-02	3.7
043016	2.24E-04	19.6	0.25	-4.51E-02	3.7
043017	2.24E-04	19.6	0.25	-4.51E-02	3.7
043018	2.24E-04	19.6	0.25	-4.51E-02	3.7
043019	2.24E-04	19.6	0.25	-4.51E-02	3.7
043020	2.24E-04	19.6	0.25	-4.51E-02	3.7
043021	2.24E-04	19.6	0.25	-4.51E-02	3.7
043022	2.24E-04	19.6	0.25	-4.51E-02	3.7
043023	2.24E-04	19.6	0.25	-4.51E-02	3.7
043024	2.24E-04	19.6	0.25	-4.51E-02	3.7
050101	1.81E-04	19.6	0.25	-4.51E-02	3.7
050102	1.81E-04	19.6	0.25	-4.51E-02	3.7
050103	1.81E-04	19.6	0.25	-4.51E-02	3.7
050104	1.81E-04	19.6	0.25	-4.51E-02	3.7
050105	1.81E-04	19.6	0.25	-4.51E-02	3.7
050106	1.81E-04	19.6	0.25	-4.51E-02	3.7
050107	1.81E-04	19.6	0.25	-4.51E-02	3.7
050108	1.81E-04	19.6	0.25	-4.51E-02	3.7
050109	1.81E-04	19.6	0.25	-4.51E-02	3.7
050110	1.81E-04	19.6	0.25	-4.51E-02	3.7
050111	1.81E-04	19.6	0.25	-4.51E-02	3.7
050112	1.81E-04	19.6	0.25	-4.51E-02	3.7
050113	1.81E-04	19.6	0.25	-4.51E-02	3.7
050114	1.81E-04	19.6	0.25	-4.51E-02	3.7
050115	1.81E-04	19.6	0.25	-4.51E-02	3.7
050116	1.81E-04	19.6	0.25	-4.51E-02	3.7
050117	1.81E-04	19.6	0.25	-4.51E-02	3.7
050118	1.81E-04	19.6	0.25	-4.51E-02	3.7
050119	1.81E-04	19.6	0.25	-4.51E-02	3.7
050120	1.81E-04	19.6	0.25	-4.51E-02	3.7
050121	1.81E-04	19.6	0.25	-4.51E-02	3.7
050122	1.81E-04	19.6	0.25	-4.51E-02	3.7
050123	1.81E-04	19.6	0.25	-4.51E-02	3.7
050124	1.81E-04	19.6	0.25	-4.51E-02	3.7
050201	1.81E-04	19.6	0.25	-4.51E-02	3.7
050202	1.81E-04	19.6	0.25	-4.51E-02	3.7
050203	1.81E-04	19.6	0.25	-4.51E-02	3.7
050204	1.81E-04	19.6	0.25	-4.51E-02	3.7
050205	1.81E-04	19.6	0.25	-4.51E-02	3.7
050206	1.81E-04	19.6	0.25	-4.51E-02	3.7
050207	1.81E-04	19.6	0.25	-4.51E-02	3.7
050208	1.81E-04	19.6	0.25	-4.51E-02	3.7
050209	1.81E-04	19.6	0.25	-4.51E-02	3.7
050210	1.81E-04	19.6	0.25	-4.51E-02	3.7
050211	1.81E-04	19.6	0.25	-4.51E-02	3.7
050212	1.81E-04	19.6	0.25	-4.51E-02	3.7
050213	1.81E-04	19.6	0.25	-4.51E-02	3.7
050214	1.81E-04	19.6	0.25	-4.51E-02	3.7
050215	1.81E-04	19.6	0.25	-4.51E-02	3.7
050216	1.81E-04	19.6	0.25	-4.51E-02	3.7
050217	1.81E-04	19.6	0.25	-4.51E-02	3.7
050218	1.81E-04	19.6	0.25	-4.51E-02	3.7
050219	1.81E-04	19.6	0.25	-4.51E-02	3.7
050220	1.81E-04	19.6	0.25	-4.51E-02	3.7
050221	1.81E-04	19.6	0.25	-4.51E-02	3.7
050222	1.81E-04	19.6	0.25	-4.51E-02	3.7
050223	1.81E-04	19.6	0.25	-4.51E-02	3.7
050224	1.81E-04	19.6	0.25	-4.51E-02	3.7
050301	1.81E-04	19.6	0.25	-4.51E-02	3.7
050302	1.81E-04	19.6	0.25	-4.51E-02	3.7
050303	1.81E-04	19.6	0.25	-4.51E-02	3.7
050304	1.81E-04	19.6	0.25	-4.51E-02	3.7
050305	1.81E-04	19.6	0.25	-4.51E-02	3.7
050306	1.81E-04	19.6	0.25	-4.51E-02	3.7
050307	1.81E-04	19.6	0.25	-4.51E-02	3.7
050308	1.81E-04	19.6	0.25	-4.51E-02	3.7
050309	1.81E-04	19.6	0.25	-4.51E-02	3.7
050310	1.81E-04	19.6	0.25	-4.51E-02	3.7
050311	1.81E-04	19.6	0.25	-4.51E-02	3.7
050312	1.81E-04	19.6	0.25	-4.51E-02	3.7
050313	1.81E-04	19.6	0.25	-4.51E-02	3.7
050314	1.81E-04	19.6	0.25	-4.51E-02	3.7
050315	1.81E-04	19.6	0.25	-4.51E-02	3.7
050316	1.81E-04	19.6	0.25	-4.51E-02	3.7
050317	1.81E-04	19.6	0.25	-4.51E-02	3.7
050318	1.81E-04	19.6	0.25	-4.51E-02	3.7
050319	1.81E-04	19.6	0.25	-4.51E-02	3.7
050320	1.81E-04	19.6	0.25	-4.51E-02	3.7
050321	1.81E-04	19.6	0.25	-4.51E-02	3.7
050322	1.81E-04	19.6	0.25	-4.51E-02	3.7
050323	1.81E-04	19.6	0.25	-4.51E-02	3.7
050324	1.81E-04	19.6	0.25	-4.51E-02	3.7
050401	1.81E-04	19.6	0.25	-4.51E-02	3.7
050402	1.81E-04	19.6	0.25	-4.51E-02	3.7
050403	1.81E-04	19.6	0.25	-4.51E-02	3.7
050404	1.81E-04	19.6	0.25	-4.51E-02	3.7
050405	1.81E-04	19.6	0.25	-4.51E-02	3.7
050406	1.81E-04	19.6	0.25	-4.51E-02	3.7
050407	1.81E-04	19.6	0.25	-4.51E-02	3.7
050408	1.81E-04	19.6	0.25	-4.51E-02	3.7
050409	1.81E-04	19.6	0.25	-4.51E-02	3.7
050410	1.81E-04	19.6	0.25	-4.51E-02	3.7
050411	1.81E-04	19.6	0.25	-4.51E-02	3.7
050412	1.81E-04	19.6	0.25	-4.51E-02	3.7
050413	1.81E-04	19.6	0.25	-4.51E-02	3.7
050414	1.81E-04	19.6	0.25	-4.51E-02	3.7
050415	1.81E-04	19.6	0.25	-4.51E-02	3.7
050416	1.81E-04	19.6	0.25	-4.51E-02	3.7
050417	1.81E-04	19.6	0.25	-4.51E-02	3.7
050418	1.81E-04	19.6	0.25	-4.51E-02	3.7
050419	1.81E-04	19.6	0.25	-4.51E-02	3.7
