MMDDHH	SIN_mg/cm3/h	STP_oC	SWC	SWP_MPa	pH
060815	1.58E-04	19.6	0.25	-4.51E-02	3.7
060816	1.58E-04	19.6	0.25	-4.51E-02	3.7
060817	1.58E-04	19.6	0.25	-4.51E-02	3.7
060818	1.58E-04	19.6	0.25	-4.51E-02	3.7
060819	1.58E-04	19.6	0.25	-4.51E-02	3.7
060820	1.58E-04	19.6	0.25	-4.51E-02	3.7
060821	1.58E-04	19.6	0.25	-4.51E-02	3.7
060822	1.58E-04	19.6	0.25	-4.51E-02	3.7
060823	1.58E-04	19.6	0.25	-4.51E-02	3.7
060824	1.58E-04	19.6	0.25	-4.51E-02	3.7
060901	1.58E-04	19.6	0.25	-4.51E-02	3.7
060902	1.58E-04	19.6	0.25	-4.51E-02	3.7
060903	1.58E-04	19.6	0.25	-4.51E-02	3.7
060904	1.58E-04	19.6	0.25	-4.51E-02	3.7
060905	1.58E-04	19.6	0.25	-4.51E-02	3.7
060906	1.58E-04	19.6	0.25	-4.51E-02	3.7
060907	1.58E-04	19.6	0.25	-4.51E-02	3.7
060908	1.58E-04	19.6	0.25	-4.51E-02	3.7
060909	1.58E-04	19.6	0.25	-4.51E-02	3.7
060910	1.58E-04	19.6	0.25	-4.51E-02	3.7
060911	1.58E-04	19.6	0.25	-4.51E-02	3.7
060912	1.58E-04	19.6	0.25	-4.51E-02	3.7
060913	1.58E-04	19.6	0.25	-4.51E-02	3.7
060914	1.58E-04	19.6	0.25	-4.51E-02	3.7
060915	1.58E-04	19.6	0.25	-4.51E-02	3.7
060916	1.58E-04	19.6	0.25	-4.51E-02	3.7
060917	1.58E-04	19.6	0.25	-4.51E-02	3.7
060918	1.58E-04	19.6	0.25	-4.51E-02	3.7
060919	1.58E-04	19.6	0.25	-4.51E-02	3.7
060920	1.58E-04	19.6	0.25	-4.51E-02	3.7
060921	1.58E-04	19.6	0.25	-4.51E-02	3.7
060922	1.58E-04	19.6	0.25	-4.51E-02	3.7
060923	1.58E-04	19.6	0.25	-4.51E-02	3.7
060924	1.58E-04	19.6	0.25	-4.51E-02	3.7
061001	1.58E-04	19.6	0.25	-4.51E-02	3.7
061002	1.58E-04	19.6	0.25	-4.51E-02	3.7
061003	1.58E-04	19.6	0.25	-4.51E-02	3.7
061004	1.58E-04	19.6	0.25	-4.51E-02	3.7
061005	1.58E-04	19.6	0.25	-4.51E-02	3.7
061006	1.58E-04	19.6	0.25	-4.51E-02	3.7
061007	1.58E-04	19.6	0.25	-4.51E-02	3.7
061008	1.58E-04	19.6	0.25	-4.51E-02	3.7
061009	1.58E-04	19.6	0.25	-4.51E-02	3.7
061010	1.58E-04	19.6	0.25	-4.51E-02	3.7
061011	1.58E-04	19.6	0.25	-4.51E-02	3.7
061012	1.58E-04	19.6	0.25	-4.51E-02	3.7
061013	1.58E-04	19.6	0.25	-4.51E-02	3.7
061014	1.58E-04	19.6	0.25	-4.51E-02	3.7
061015	1.58E-04	19.6	0.25	-4.51E-02	3.7
061016	1.58E-04	19.6	0.25	-4.51E-02	3.7
061017	1.58E-04	19.6	0.25	-4.51E-02	3.7
061018	1.58E-04	19.6	0.25	-4.51E-02	3.7
061019	1.58E-04	19.6	0.25	-4.51E-02	3.7
061020	1.58E-04	19.6	0.25	-4.51E-02	3.7
061021	1.58E-04	19.6	0.25	-4.51E-02	3.7
061022	1.58E-04	19.6	0.25	-4.51E-02	3.7
061023	1.58E-04	19.6	0.25	-4.51E-02	3.7
061024	1.58E-04	19.6	0.25	-4.51E-02	3.7
061101	1.58E-04	19.6	0.25	-4.51E-02	3.7
061102	1.58E-04	19.6	0.25	-4.51E-02	3.7
061103	1.58E-04	19.6	0.25	-4.51E-02	3.7
061104	1.58E-04	19.6	0.25	-4.51E-02	3.7
061105	1.58E-04	19.6	0.25	-4.51E-02	3.7
061106	1.58E-04	19.6	0.25	-4.51E-02	3.7
061107	1.58E-04	19.6	0.25	-4.51E-02	3.7
061108	1.58E-04	19.6	0.25	-4.51E-02	3.7
061109	1.58E-04	19.6	0.25	-4.51E-02	3.7
061110	1.58E-04	19.6	0.25	-4.51E-02	3.7
061111	1.58E-04	19.6	0.25	-4.51E-02	3.7
061112	1.58E-04	19.6	0.25	-4.51E-02	3.7
061113	1.58E-04	19.6	0.25	-4.51E-02	3.7
061114	1.58E-04	19.6	0.25	-4.51E-02	3.7
061115	1.58E-04	19.6	0.25	-4.51E-02	3.7
061116	1.58E-04	19.6	0.25	-4.51E-02	3.7
061117	1.58E-04	19.6	0.25	-4.51E-02	3.7
061118	1.58E-04	19.6	0.25	-4.51E-02	3.7
061119	1.58E-04	19.6	0.25	-4.51E-02	3.7
061120	1.58E-04	19.6	0.25	-4.51E-02	3.7
061121	1.58E-04	19.6	0.25	-4.51E-02	3.7
061122	1.58E-04	19.6	0.25	-4.51E-02	3.7
061123	1.58E-04	19.6	0.25	-4.51E-02	3.7
061124	1.58E-04	19.6	0.25	-4.51E-02	3.7
061201	1.58E-04	19.6	0.25	-4.51E-02	3.7
061202	1.58E-04	19.6	0.25	-4.51E-02	3.7
061203	1.58E-04	19.6	0.25	-4.51E-02	3.7
061204	1.58E-04	19.6	0.25	-4.51E-02	3.7
061205	1.58E-04	19.6	0.25	-4.51E-02	3.7
061206	1.58E-04	19.6	0.25	-4.51E-02	3.7
061207	1.58E-04	19.6	0.25	-4.51E-02	3.7
061208	1.58E-04	19.6	0.25	-4.51E-02	3.7
061209	1.58E-04	19.6	0.25	-4.51E-02	3.7
061210	1.58E-04	19.6	0.25	-4.51E-02	3.7
061211	1.58E-04	19.6	0.25	-4.51E-02	3.7
061212	1.58E-04	19.6	0.25	-4.51E-02	3.7
061213	1.58E-04	19.6	0.25	-4.51E-02	3.7
061214	1.58E-04	19.6	0.25	-4.51E-02	3.7
061215	1.58E-04	19.6	0.25	-4.51E-02	3.7
061216	1.58E-04	19.6	0.25	-4.51E-02	3.7
061217	1.58E-04	19.6	0.25	-4.51E-02	3.7
061218	1.58E-04	19.6	0.25	-4.51E-02	3.7
061219	1.58E-04	19.6	0.25	-4.51E-02	3.7
061220	1.58E-04	19.6	0.25	-4.51E-02	3.7
061221	1.58E-04	19.6	0.25	-4.51E-02	3.7
061222	1.58E-04	19.6	0.25	-4.51E-02	3.7
061223	1.58E-04	19.6	0.25	-4.51E-02	3.7
061224	1.58E-04	19.6	0.25	-4.51E-02	3.7
061301	1.58E-04	19.6	0.25	-4.51E-02	3.7
061302	1.58E-04	19.6	0.25	-4.51E-02	3.7
061303	1.58E-04	19.6	0.25	-4.51E-02	3.7
061304	1.58E-04	19.6	0.25	-4.51E-02	3.7
061305	1.58E-04	19.6	0.25	-4.51E-02	3.7
061306	1.58E-04	19.6	0.25	-4.51E-02	3.7
061307	1.58E-04	19.6	0.25	-4.51E-02	3.7
061308	1.58E-04	19.6	0.25	-4.51E-02	3.7
061309	1.58E-04	19.6	0.25	-4.51E-02	3.7
061310	1.58E-04	19.6	0.25	-4.51E-02	3.7
061311	1.58E-04	19.6	0.25	-4.51E-02	3.7
061312	1.58E-04	19.6	0.25	-4.51E-02	3.7
061313	1.58E-04	19.6	0.25	-4.51E-02	3.7
061314	1.58E-04	19.6	0.25	-4.51E-02	3.7
061315	1.58E-04	19.6	0.25	-4.51E-02	3.7
061316	1.58E-04	19.6	0.25	-4.51E-02	3.7
061317	1.58E-04	19.6	0.25	-4.51E-02	3.7
061318	1.58E-04	19.6	0.25	-4.51E-02	3.7
061319	1.58E-04	19.6	0.25	-4.51E-02	3.7
061320	1.58E-04	19.6	0.25	-4.51E-02	3.7
061321	1.58E-04	19.6	0.25	-4.51E-02	3.7
061322	1.58E-04	19.6	0.25	-4.51E-02	3.7
061323	1.58E-04	19.6	0.25	-4.51E-02	3.7
061324	1.58E-04	19.6	0.25	-4.51E-02	3.7
061401	1.58E-04	19.6	0.25	-4.51E-02	3.7
061402	1.58E-04	19.6	0.25	-4.51E-02	3.7
061403	1.58E-04	19.6	0.25	-4.51E-02	3.7
061404	1.58E-04	19.6	0.25	-4.51E-02	3.7
061405	1.58E-04	19.6	0.25	-4.51E-02	3.7
061406	1.58E-04	19.6	0.25	-4.51E-02	3.7
061407	1.58E-04	19.6	0.25	-4.51E-02	3.7
061408	1.58E-04	19.6	0.25	-4.51E-02	3.7
061409	1.58E-04	19.6	0.25	-4.51E-02	3.7
061410	1.58E-04	19.6	0.25	-4.51E-02	3.7
061411	1.58E-04	19.6	0.25	-4.51E-02	3.7
061412	1.58E-04	19.6	0.25	-4.51E-02	3.7
061413	1.58E-04	19.6	0.25	-4.51E-02	3.7
061414	1.58E-04	19.6	0.25	-4.51E-02	3.7
061415	1.58E-04	19.6	0.25	-4.51E-02	3.7
061416	1.58E-04	19.6	0.25	-4.51E-02	3.7
061417	1.58E-04	19.6	0.25	-4.51E-02	3.7
061418	1.58E-04	19.6	0.25	-4.51E-02	3.7
061419	1.58E-04	19.6	0.25	-4.51E-02	3.7
061420	1.58E-04	19.6	0.25	-4.51E-02	3.7
061421	1.58E-04	19.6	0.25	-4.51E-02	3.7
061422	1.58E-04	19.6	0.25	-4.51E-02	3.7
061423	1.58E-04	19.6	0.25	-4.51E-02	3.7
061424	1.58E-04	19.6	0.25	-4.51E-02	3.7
061501	1.58E-04	19.6	0.25	-4.51E-02	3.7
061502	1.58E-04	19.6	0.25	-4.51E-02	3.7
061503	1.58E-04	19.6	0.25	-4.51E-02	3.7
061504	1.58E-04	19.6	0.25	-4.51E-02	3.7
061505	1.58E-04	19.6	0.25	-4.51E-02	3.7
061506	1.58E-04	19.6	0.25	-4.51E-02	3.7
061507	1.58E-04	19.6	0.25	-4.51E-02	3.7
061508	1.58E-04	19.6	0.25	-4.51E-02	3.7
061509	1.58E-04	19.6	0.25	-4.51E-02	3.7
061510	1.58E-04	19.6	0.25	-4.51E-02	3.7
061511	1.58E-04	19.6	0.25	-4.51E-02	3.7
061512	1.58E-04	19.6	0.25	-4.51E-02	3.7
061513	1.58E-04	19.6	0.25	-4.51E-02	3.7
061514	1.58E-04	19.6	0.25	-4.51E-02	3.7
061515	1.58E-04	19.6	0.25	-4.51E-02	3.7
061516	1.58E-04	19.6	0.25	-4.51E-02	3.7
061517	1.58E-04	19.6	0.25	-4.51E-02	3.7
061518	1.58E-04	19.6	0.25	-4.51E-02	3.7
061519	1.58E-04	19.6	0.25	-4.51E-02	3.7
061520	1.58E-04	19.6	0.25	-4.51E-02	3.7
061521	1.58E-04	19.6	0.25	-4.51E-02	3.7
061522	1.58E-04	19.6	0.25	-4.51E-02	3.7
061523	1.58E-04	19.6	0.25	-4.51E-02	3.7
061524	1.58E-04	19.6	0.25	-4.51E-02	3.7
061601	1.58E-04	19.6	0.25	-4.51E-02	3.7
061602	1.58E-04	19.6	0.25	-4.51E-02	3.7
061603	1.58E-04	19.6	0.25	-4.51E-02	3.7
061604	1.58E-04	19.6	0.25	-4.51E-02	3.7
061605	1.58E-04	19.6	0.25	-4.51E-02	3.7
061606	1.58E-04	19.6	0.25	-4.51E-02	3.7
061607	1.58E-04	19.6	0.25	-4.51E-02	3.7
061608	1.58E-04	19.6	0.25	-4.51E-02	3.7
061609	1.58E-04	19.6	0.25	-4.51E-02	3.7
061610	1.58E-04	19.6	0.25	-4.51E-02	3.7
061611	1.58E-04	19.6	0.25	-4.51E-02	3.7
061612	1.58E-04	19.6	0.25	-4.51E-02	3.7
061613	1.58E-04	19.6	0.25	-4.51E-02	3.7
061614	1.58E-04	19.6	0.25	-4.51E-02	3.7
061615	1.58E-04	19.6	0.25	-4.51E-02	3.7
061616	1.58E-04	19.6	0.25	-4.51E-02	3.7
061617	1.58E-04	19.6	0.25	-4.51E-02	3.7
061618	1.58E-04	19.6	0.25	-4.51E-02	3.7
061619	1.58E-04	19.6	0.25	-4.51E-02	3.7
061620	1.58E-04	19.6	0.25	-4.51E-02	3.7
061621	1.58E-04	19.6	0.25	-4.51E-02	3.7
061622	1.58E-04	19.6	0.25	-4.51E-02	3.7
061623	1.58E-04	19.6	0.25	-4.51E-02	3.7
061624	1.58E-04	19.6	0.25	-4.51E-02	3.7
061701	1.58E-04	19.6	0.25	-4.51E-02	3.7
061702	1.58E-04	19.6	0.25	-4.51E-02	3.7
061703	1.58E-04	19.6	0.25	-4.51E-02	3.7
061704	1.58E-04	19.6	0.25	-4.51E-02	3.7
061705	1.58E-04	19.6	0.25	-4.51E-02	3.7
061706	1.58E-04	19.6	0.25	-4.51E-02	3.7
061707	1.58E-04	19.6	0.25	-4.51E-02	3.7
061708	1.58E-04	19.6	0.25	-4.51E-02	3.7
061709	1.58E-04	19.6	0.25	-4.51E-02	3.7
061710	1.58E-04	19.6	0.25	-4.51E-02	3.7
061711	1.58E-04	19.6	0.25	-4.51E-02	3.7
061712	1.58E-04	19.6	0.25	-4.51E-02	3.7
061713	1.58E-04	19.6	0.25	-4.51E-02	3.7
061714	1.58E-04	19.6	0.25	-4.51E-02	3.7
061715	1.58E-04	19.6	0.25	-4.51E-02	3.7
061716	1.58E-04	19.6	0.25	-4.51E-02	3.7
061717	1.58E-04	19.6	0.25	-4.51E-02	3.7
061718	1.58E-04	19.6	0.25	-4.51E-02	3.7
061719	1.58E-04	19.6	0.25	-4.51E-02	3.7
061720	1.58E-04	19.6	0.25	-4.51E-02	3.7
061721	1.58E-04	19.6	0.25	-4.51E-02	3.7
061722	1.58E-04	19.6	0.25	-4.51E-02	3.7
061723	1.58E-04	19.6	0.25	-4.51E-02	3.7
061724	1.58E-04	19.6	0.25	-4.51E-02	3.7
061801	1.58E-04	19.6	0.25	-4.51E-02	3.7
061802	1.58E-04	19.6	0.25	-4.51E-02	3.7
061803	1.58E-04	19.6	0.25	-4.51E-02	3.7
061804	1.58E-04	19.6	0.25	-4.51E-02	3.7
061805	1.58E-04	19.6	0.25	-4.51E-02	3.7
061806	1.58E-04	19.6	0.25	-4.51E-02	3.7
061807	1.58E-04	19.6	0.25	-4.51E-02	3.7
061808	1.58E-04	19.6	0.25	-4.51E-02	3.7
061809	1.58E-04	19.6	0.25	-4.51E-02	3.7
061810	1.58E-04	19.6	0.25	-4.51E-02	3.7
061811	1.58E-04	19.6	0.25	-4.51E-02	3.7
061812	1.58E-04	19.6	0.25	-4.51E-02	3.7
061813	1.58E-04	19.6	0.25	-4.51E-02	3.7
061814	1.58E-04	19.6	0.25	-4.51E-02	3.7
061815	1.58E-04	19.6	0.25	-4.51E-02	3.7
061816	1.58E-04	19.6	0.25	-4.51E-02	3.7
061817	1.58E-04	19.6	0.25	-4.51E-02	3.7
061818	1.58E-04	19.6	0.25	-4.51E-02	3.7
061819	1.58E-04	19.6	0.25	-4.51E-02	3.7
061820	1.58E-04	19.6	0.25	-4.51E-02	3.7
061821	1.58E-04	19.6	0.25	-4.51E-02	3.7
061822	1.58E-04	19.6	0.25	-4.51E-02	3.7
061823	1.58E-04	19.6	0.25	-4.51E-02	3.7
061824	1.58E-04	19.6	0.25	-4.51E-02	3.7
061901	1.58E-04	19.6	0.25	-4.51E-02	3.7
061902	1.58E-04	19.6	0.25	-4.51E-02	3.7
061903	1.58E-04	19.6	0.25	-4.51E-02	3.7
061904	1.58E-04	19.6	0.25	-4.51E-02	3.7
061905	1.58E-04	19.6	0.25	-4.51E-02	3.7
061906	1.58E-04	19.6	0.25	-4.51E-02	3.7
061907	1.58E-04	19.6	0.25	-4.51E-02	3.7
061908	1.58E-04	19.6	0.25	-4.51E-02	3.7
061909	1.58E-04	19.6	0.25	-4.51E-02	3.7
061910	1.58E-04	19.6	0.25	-4.51E-02	3.7
061911	1.58E-04	19.6	0.25	-4.51E-02	3.7
061912	1.58E-04	19.6	0.25	-4.51E-02	3.7
061913	1.58E-04	19.6	0.25	-4.51E-02	3.7
061914	1.58E-04	19.6	0.25	-4.51E-02	3.7
061915	1.58E-04	19.6	0.25	-4.51E-02	3.7
061916	1.58E-04	19.6	0.25	-4.51E-02	3.7
061917	1.58E-04	19.6	0.25	-4.51E-02	3.7
061918	1.58E-04	19.6	0.25	-4.51E-02	3.7
061919	1.58E-04	19.6	0.25	-4.51E-02	3.7
061920	1.58E-04	19.6	0.25	-4.51E-02	3.7
061921	1.58E-04	19.6	0.25	-4.51E-02	3.7
061922	1.58E-04	19.6	0.25	-4.51E-02	3.7
061923	1.58E-04	19.6	0.25	-4.51E-02	3.7
061924	1.58E-04	19.6	0.25	-4.51E-02	3.7
062001	1.58E-04	19.6	0.25	-4.51E-02	3.7
062002	1.58E-04	19.6	0.25	-4.51E-02	3.7
062003	1.58E-04	19.6	0.25	-4.51E-02	3.7
062004	1.58E-04	19.6	0.25	-4.51E-02	3.7
062005	1.58E-04	19.6	0.25	-4.51E-02	3.7
062006	1.58E-04	19.6	0.25	-4.51E-02	3.7
062007	1.58E-04	19.6	0.25	-4.51E-02	3.7
062008	1.58E-04	19.6	0.25	-4.51E-02	3.7
062009	1.58E-04	19.6	0.25	-4.51E-02	3.7
062010	1.58E-04	19.6	0.25	-4.51E-02	3.7
062011	1.58E-04	19.6	0.25	-4.51E-02	3.7
062012	1.58E-04	19.6	0.25	-4.51E-02	3.7
062013	1.58E-04	19.6	0.25	-4.51E-02	3.7
062014	1.58E-04	19.6	0.25	-4.51E-02	3.7
062015	1.58E-04	19.6	0.25	-4.51E-02	3.7
062016	1.58E-04	19.6	0.25	-4.51E-02	3.7
062017	1.58E-04	19.6	0.25	-4.51E-02	3.7
062018	1.58E-04	19.6	0.25	-4.51E-02	3.7
062019	1.58E-04	19.6	0.25	-4.51E-02	3.7
062020	1.58E-04	19.6	0.25	-4.51E-02	3.7
062021	1.58E-04	19.6	0.25	-4.51E-02	3.7
062022	1.58E-04	19.6	0.25	-4.51E-02	3.7
062023	1.58E-04	19.6	0.25	-4.51E-02	3.7
062024	1.58E-04	19.6	0.25	-4.51E-02	3.7
062101	1.58E-04	19.6	0.25	-4.51E-02	3.7
062102	1.58E-04	19.6	0.25	-4.51E-02	3.7
062103	1.58E-04	19.6	0.25	-4.51E-02	3.7
062104	1.58E-04	19.6	0.25	-4.51E-02	3.7
062105	1.58E-04	19.6	0.25	-4.51E-02	3.7
062106	1.58E-04	19.6	0.25	-4.51E-02	3.7
062107	1.58E-04	19.6	0.25	-4.51E-02	3.7
062108	1.58E-04	19.6	0.25	-4.51E-02	3.7
062109	1.58E-04	19.6	0.25	-4.51E-02	3.7
062110	1.58E-04	19.6	0.25	-4.51E-02	3.7
062111	1.58E-04	19.6	0.25	-4.51E-02	3.7
062112	1.58E-04	19.6	0.25	-4.51E-02	3.7
062113	1.58E-04	19.6	0.25	-4.51E-02	3.7
062114	1.58E-04	19.6	0.25	-4.51E-02	3.7
062115	1.58E-04	19.6	0.25	-4.51E-02	3.7
062116	1.58E-04	19.6	0.25	-4.51E-02	3.7
062117	1.58E-04	19.6	0.25	-4.51E-02	3.7
062118	1.58E-04	19.6	0.25	-4.51E-02	3.7
062119	1.58E-04	19.6	0.25	-4.51E-02	3.7
062120	1.58E-04	19.6	0.25	-4.51E-02	3.7
062121	1.58E-04	19.6	0.25	-4.51E-02	3.7
062122	1.58E-04	19.6	0.25	-4.51E-02	3.7
062123	1.58E-04	19.6	0.25	-4.51E-02	3.7
062124	1.58E-04	19.6	0.25	-4.51E-02	3.7
062201	1.58E-04	19.6	0.25	-4.51E-02	3.7
062202	1.58E-04	19.6	0.25	-4.51E-02	3.7
062203	1.58E-04	19.6	0.25	-4.51E-02	3.7
062204	1.58E-04	19.6	0.25	-4.51E-02	3.7
062205	1.58E-04	19.6	0.25	-4.51E-02	3.7
062206	1.58E-04	19.6	0.25	-4.51E-02	3.7
062207	1.58E-04	19.6	0.25	-4.51E-02	3.7
062208	1.58E-04	19.6	0.25	-4.51E-02	3.7
062209	1.58E-04	19.6	0.25	-4.51E-02	3.7
062210	1.58E-04	19.6	0.25	-4.51E-02	3.7
062211	1.58E-04	19.6	0.25	-4.51E-02	3.7
062212	1.58E-04	19.6	0.25	-4.51E-02	3.7
062213	1.58E-04	19.6	0.25	-4.51E-02	3.7
062214	1.58E-04	19.6	0.25	-4.51E-02	3.7
062215	1.58E-04	19.6	0.25	-4.51E-02	3.7
062216	1.58E-04	19.6	0.25	-4.51E-02	3.7
062217	1.58E-04	19.6	0.25	-4.51E-02	3.7
062218	1.58E-04	19.6	0.25	-4.51E-02	3.7
062219	1.58E-04	19.6	0.25	-4.51E-02	3.7
062220	1.58E-04	19.6	0.25	-4.51E-02	3.7
062221	1.58E-04	19.6	0.25	-4.51E-02	3.7
062222	1.58E-04	19.6	0.25	-4.51E-02	3.7
062223	1.58E-04	19.6	0.25	-4.51E-02	3.7
062224	1.58E-04	19.6	0.25	-4.51E-02	3.7
062301	1.58E-04	19.6	0.25	-4.51E-02	3.7
062302	1.58E-04	19.6	0.25	-4.51E-02	3.7
062303	1.58E-04	19.6	0.25	-4.51E-02	3.7
062304	1.58E-04	19.6	0.25	-4.51E-02	3.7
062305	1.58E-04	19.6	0.25	-4.51E-02	3.7
062306	1.58E-04	19.6	0.25	-4.51E-02	3.7
062307	1.58E-04	19.6	0.25	-4.51E-02	3.7
062308	1.58E-04	19.6	0.25	-4.51E-02	3.7
062309	1.58E-04	19.6	0.25	-4.51E-02	3.7
062310	1.58E-04	19.6	0.25	-4.51E-02	3.7
062311	1.58E-04	19.6	0.25	-4.51E-02	3.7
062312	1.58E-04	19.6	0.25	-4.51E-02	3.7
062313	1.58E-04	19.6	0.25	-4.51E-02	3.7
062314	1.58E-04	19.6	0.25	-4.51E-02	3.7
062315	1.58E-04	19.6	0.25	-4.51E-02	3.7
062316	1.58E-04	19.6	0.25	-4.51E-02	3.7
062317	1.58E-04	19.6	0.25	-4.51E-02	3.7
062318	1.58E-04	19.6	0.25	-4.51E-02	3.7
062319	1.58E-04	19.6	0.25	-4.51E-02	3.7
062320	1.58E-04	19.6	0.25	-4.51E-02	3.7
062321	1.58E-04	19.6	0.25	-4.51E-02	3.7
062322	1.58E-04	19.6	0.25	-4.51E-02	3.7
062323	1.58E-04	19.6	0.25	-4.51E-02	3.7
062324	1.58E-04	19.6	0.25	-4.51E-02	3.7
062401	1.58E-04	19.6	0.25	-4.51E-02	3.7
062402	1.58E-04	19.6	0.25	-4.51E-02	3.7
062403	1.58E-04	19.6	0.25	-4.51E-02	3.7
062404	1.58E-04	19.6	0.25	-4.51E-02	3.7
062405	1.58E-04	19.6	0.25	-4.51E-02	3.7
062406	1.58E-04	19.6	0.25	-4.51E-02	3.7
062407	1.58E-04	19.6	0.25	-4.51E-02	3.7
062408	1.58E-04	19.6	0.25	-4.51E-02	3.7
062409	1.58E-04	19.6	0.25	-4.51E-02	3.7
062410	1.58E-04	19.6	0.25	-4.51E-02	3.7
062411	1.58E-04	19.6	0.25	-4.51E-02	3.7
062412	1.58E-04	19.6	0.25	-4.51E-02	3.7
062413	1.58E-04	19.6	0.25	-4.51E-02	3.7
062414	1.58E-04	19.6	0.25	-4.51E-02	3.7
062415	1.58E-04	19.6	0.25	-4.51E-02	3.7
062416	1.58E-04	19.6	0.25	-4.51E-02	3.7
062417	1.58E-04	19.6	0.25	-4.51E-02	3.7
062418	1.58E-04	19.6	0.25	-4.51E-02	3.7
062419	1.58E-04	19.6	0.25	-4.51E-02	3.7
062420	1.58E-04	19.6	0.25	-4.51E-02	3.7
062421	1.58E-04	19.6	0.25	-4.51E-02	3.7
062422	1.58E-04	19.6	0.25	-4.51E-02	3.7
062423	1.58E-04	19.6	0.25	-4.51E-02	3.7
062424	1.58E-04	19.6	0.25	-4.51E-02	3.7
062501	1.58E-04	19.6	0.25	-4.51E-02	3.7
062502	1.58E-04	19.6	0.25	-4.51E-02	3.7
062503	1.58E-04	19.6	0.25	-4.51E-02	3.7
062504	1.58E-04	19.6	0.25	-4.51E-02	3.7
062505	1.58E-04	19.6	0.25	-4.51E-02	3.7
062506	1.58E-04	19.6	0.25	-4.51E-02	3.7
062507	1.58E-04	19.6	0.25	-4.51E-02	3.7
062508	1.58E-04	19.6	0.25	-4.51E-02	3.7
062509	1.58E-04	19.6	0.25	-4.51E-02	3.7
062510	1.58E-04	19.6	0.25	-4.51E-02	3.7
062511	1.58E-04	19.6	0.25	-4.51E-02	3.7
062512	1.58E-04	19.6	0.25	-4.51E-02	3.7
062513	1.58E-04	19.6	0.25	-4.51E-02	3.7
062514	1.58E-04	19.6	0.25	-4.51E-02	3.7
062515	1.58E-04	19.6	0.25	-4.51E-02	3.7
062516	1.58E-04	19.6	0.25	-4.51E-02	3.7
062517	1.58E-04	19.6	0.25	-4.51E-02	3.7
062518	1.58E-04	19.6	0.25	-4.51E-02	3.7
062519	1.58E-04	19.6	0.25	-4.51E-02	3.7
062520	1.58E-04	19.6	0.25	-4.51E-02	3.7
062521	1.58E-04	19.6	0.25	-4.51E-02	3.7
062522	1.58E-04	19.6	0.25	-4.51E-02	3.7
062523	1.58E-04	19.6	0.25	-4.51E-02	3.7
062524	1.58E-04	19.6	0.25	-4.51E-02	3.7
062601	1.58E-04	19.6	0.25	-4.51E-02	3.7
062602	1.58E-04	19.6	0.25	-4.51E-02	3.7
062603	1.58E-04	19.6	0.25	-4.51E-02	3.7
062604	1.58E-04	19.6	0.25	-4.51E-02	3.7
062605	1.58E-04	19.6	0.25	-4.51E-02	3.7
062606	1.58E-04	19.6	0.25	-4.51E-02	3.7
062607	1.58E-04	19.6	0.25	-4.51E-02	3.7
062608	1.58E-04	19.6	0.25	-4.51E-02	3.7
062609	1.58E-04	19.6	0.25	-4.51E-02	3.7
062610	1.58E-04	19.6	0.25	-4.51E-02	3.7
062611	1.58E-04	19.6	0.25	-4.51E-02	3.7
062612	1.58E-04	19.6	0.25	-4.51E-02	3.7
062613	1.58E-04	19.6	0.25	-4.51E-02	3.7
062614	1.58E-04	19.6	0.25	-4.51E-02	3.7
062615	1.58E-04	19.6	0.25	-4.51E-02	3.7
062616	1.58E-04	19.6	0.25	-4.51E-02	3.7
062617	1.58E-04	19.6	0.25	-4.51E-02	3.7
062618	1.58E-04	19.6	0.25	-4.51E-02	3.7
062619	1.58E-04	19.6	0.25	-4.51E-02	3.7
062620	1.58E-04	19.6	0.25	-4.51E-02	3.7
062621	1.58E-04	19.6	0.25	-4.51E-02	3.7
062622	1.58E-04	19.6	0.25	-4.51E-02	3.7
062623	1.58E-04	19.6	0.25	-4.51E-02	3.7
062624	1.58E-04	19.6	0.25	-4.51E-02	3.7
062701	1.58E-04	19.6	0.25	-4.51E-02	3.7
062702	1.58E-04	19.6	0.25	-4.51E-02	3.7
062703	1.58E-04	19.6	0.25	-4.51E-02	3.7
062704	1.58E-04	19.6	0.25	-4.51E-02	3.7
062705	1.58E-04	19.6	0.25	-4.51E-02	3.7
062706	1.58E-04	19.6	0.25	-4.51E-02	3.7
062707	1.58E-04	19.6	0.25	-4.51E-02	3.7
062708	1.58E-04	19.6	0.25	-4.51E-02	3.7
062709	1.58E-04	19.6	0.25	-4.51E-02	3.7
062710	1.58E-04	19.6	0.25	-4.51E-02	3.7
062711	1.58E-04	19.6	0.25	-4.51E-02	3.7
062712	1.58E-04	19.6	0.25	-4.51E-02	3.7
062713	1.58E-04	19.6	0.25	-4.51E-02	3.7
062714	1.58E-04	19.6	0.25	-4.51E-02	3.7
062715	1.58E-04	19.6	0.25	-4.51E-02	3.7
062716	1.58E-04	19.6	0.25	-4.51E-02	3.7
062717	1.58E-04	19.6	0.25	-4.51E-02	3.7
062718	1.58E-04	19.6	0.25	-4.51E-02	3.7
062719	1.58E-04	19.6	0.25	-4.51E-02	3.7
062720	1.58E-04	19.6	0.25	-4.51E-02	3.7
062721	1.58E-04	19.6	0.25	-4.51E-02	3.7
062722	1.58E-04	19.6	0.25	-4.51E-02	3.7
062723	1.58E-04	19.6	0.25	-4.51E-02	3.7
